username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink,data,,,,,
";2018-01-16 11:48;1;0;""Major Eruption Possible As Lava Flows Down Philippine Volcano Mount # Mayon # Philippines # Hazards https://www.riskmap.com/incidents/350352/?utm_campaign=riskmap_ …pic.twitter.com/XtL1nILpF2"";;;# # #;""953111599199371264"";https://twitter.com/riskmap_/status/953111599199371264",,,,,,
";2018-01-16 11:15;0;1;""DSWD on alert for possible Mayon eruption | @ dswdserves | http://www.pna.gov.ph/articles/1021702 … # Mayon"";;@;#;""953103352736264193"";https://twitter.com/pnagovph/status/953103352736264193",,,,,,
";2018-01-16 10:50;0;0;""A beautiful disaster.. Alert level 3 # mayon # magayon # eruption # nature @Puro","… https://www.instagram.com/p/Bd_oOa7llhG/"";;@Puro;# # # #;""953097071271251973"";https://twitter.com/rooonaneo/status/953097071271251973",,,,,
";2018-01-16 10:13;17;30;""Lava collapse event at # Mayon volcano causing rockfall and small-volume # pyroclastic density currents that originated from the lava front on 15 Jan. 2018 - Source: PHIVOLCS/ Al Francis Bichara's Post # eruption pic.twitter.com/8D0E43273l"";;;# # #;""953087705327452160"";https://twitter.com/jaimessincioco/status/953087705327452160",,,,,,
";2018-01-16 08:58;0;0;""Running Lava Mt Mayon Eruption # bicol # albay # mt # mayon # lava # flowing https://www.instagram.com/p/Bd_baZpDxKL/"";;;# # # # # #;""953068896046628864"";https://twitter.com/evantantuco/status/953068896046628864",,,,,,
";2018-01-16 08:22;38;51;""Pyroclastic density currents produced by lava collapse. Viewed from MVO-Lignon Hill. Photo credits: Mayon Volcano Observatory/PHIVOLCS-DOST. # mayon # volcano # eruption # albay # philippines # phivolcs # geology # science # picofthedaypic.twitter.com/ThY6yawU40"";;;# # # # # # # # #;""953059832709316608"";https://twitter.com/raymondmaximo77/status/953059832709316608",,,,,,
";2018-01-16 08:17;0;0;""Update on # Mayon eruption from Gov. Bichara. https://fb.me/8US2Tm2B8"";;;#;""953058543816515586"";https://twitter.com/PhAftermath/status/953058543816515586",,,,,,
";2018-01-16 07:00;34;16;""Nearly 15 000 evacuated away from Mayon volcano"," lava flows toward Miisi and Bonga http://dlvr.it/QBMHnf # volcano # eruption # lava # pyroclasticflow # Mayon"";;;# # # # #;""953039253910429696"";https://twitter.com/TheWatchers_/status/953039253910429696",,,,,
";2018-01-16 05:21;18;14;""Meer dan 12000 mensen zijn inmiddels geëvacueerd in de Filipijnen doordat de vulkaan # Mayon aswolken en lava spuugt. Een grote eruptie is de aankomende tijd niet uitgesloten. De lava bereikt de dorpen rondom de vulkaan al in een straal van 3 km. # volcano # eruption # Philippinespic.twitter.com/Te1vsFA0rt"";;;# # # #;""953014186644262912"";https://twitter.com/weerenradar/status/953014186644262912",,,,,,
";2018-01-16 04:58;0;0;""# Mayon volcano in # Philippines # eruption forces evacuations and warnings of possible lava explosion https://search.app.goo.gl/WN7j"";;;# # #;""953008597193150465"";https://twitter.com/AngryCPU/status/953008597193150465",,,,,,
";2018-01-16 03:39;113;131;""Il pleuvait il y a quelques heures sur les coulées de lave du volcan # Mayon en éruption aux # Philippines. Spectaculaires photos de Mark Francis Gomez à découvrir ici : https://www.instagram.com/markfrancisg_photography/ …pic.twitter.com/FRxwcu2Nuh"";;;# #;""952988657434222593"";https://twitter.com/KeraunosObs/status/952988657434222593",,,,,,
";2018-01-16 03:11;55;94;""Night eruption of Mayon volcano (Philippines", January 15," 2018) # volcano # eruption # Mayon # Philippinespic.twitter.com/vAil875L8j"";;;# # # #;""952981673519534080"";https://twitter.com/Strange_Sounds/status/952981673519534080",,,,
";2018-01-16 02:29;0;1;""Checking out posts from the # Mayon # Volcano", Phillipines," where thousands have fled to safety from the eruption. # Phillipinespic.twitter.com/JLZsRU61w4"";;;# # #;""952971006884433920"";https://twitter.com/echosec_search/status/952971006884433920",,,,
";2018-01-16 02:25;0;1;""Eine gefährliche Eruption des Vulkans # Mayon sei in den nächsten Tagen oder Wochen möglich"," warnt das philippinische Institut für Vulkanforschung und Seismologie. Der 2463 Meter hohe Vulkan brach zum letzten Mal 2013 aus http://p.dw.com/p/18TGi pic.twitter.com/MdtSANa1jH"";;;#;""952970061265997827"";https://twitter.com/dw_wissenschaft/status/952970061265997827",,,,,
";2018-01-16 01:15;3;1;""# Philippines: Thousands Flee # Mayon Volcano Amid Possibile Hazardous Eruption # Hazards https://www.riskmap.com/incidents/349686/?utm_campaign=riskmap_ …pic.twitter.com/SsyDdKr9Jg"";;;# # #;""952952302507147264"";https://twitter.com/riskmap_/status/952952302507147264",,,,,,
";2018-01-16 01:00;1;0;""INFO - La Revue de presse du 15/01/18 # Bagdad # Irak # attentat - # Indonésie # Jalarta # effondrement # Bourse - # Philippines # volcan # Mayon # eruption - # Prisons # bocages # agression # VendinleVieil - # Centrafrique # soldat # français # viols - # Sousmarin # argentin # rapportpic.twitter.com/QaZKVjneHS"";;;# # # # # # # # # # # # # # # # # # # # # #;""952948602485211138"";https://twitter.com/NewsdeckFR/status/952948602485211138",,,,,,
";2018-01-16 00:52;0;0;""[VIDEO] L'éruption imminente du # Mayon", l'un des volcans les plus actifs des # Philippines," a entraîné...https://fb.me/VeCxgn0m"";;;# #;""952946490888073216"";https://twitter.com/VosgesMatin/status/952946490888073216",,,,
";2018-01-15 23:22;0;1;""Since then", every time there is an evacuation due to the eruption of Mayon," couples are reminded about the ""pagbahug kan urig."" # Mayon # MayonVolcano # MayonVolcanoAlertLevel3 # MayonEruption # PrayForAlbay"";;;# # # # #;""952923871639818241"";https://twitter.com/AndrooooMedaaaa/status/952923871639818241",,,,
";2018-01-15 21:55;114;157;""Lava flow from # Mayon volcano's eruption towards Miisi and Bonga gullies as of 8:51 pm on 15 January 2018 - Source: Joey Sarte Salceda's FB Post thru Gezer Villanueva's photo pic.twitter.com/mIfW5OIAjd"";;;#;""952902156557799426"";https://twitter.com/jaimessincioco/status/952902156557799426",,,,,,
";2018-01-15 21:30;0;0;""A little more than 180 miles southwest of # Manila", the volcano # Mayon is showing signs of imminent eruption, causing more than 10,000 people to flee the immediate area, planning to begin for flight diversions. If it hasn’t already," planning should also begin for rescue & recovery"";;;# #;""952895703919091712"";https://twitter.com/JohnWRendon/status/952895703919091712",
";2018-01-15 21:21;13;14;""I’ve updated my post about the new eruption at # Mayon with image of the lava flows and information on the evacuations: http://blogs.discovermagazine.com/rockyplanet/2018/01/14/alert-raised-as-explosions-rock-mayon-in-the-philippines/ …"";;;#;""952893564094173184"";https://twitter.com/eruptionsblog/status/952893564094173184",,,,,,
";2018-01-15 20:45;0;0;""Eruption warning for # volcano # Mayon in the # Philippines https://www.ndtv.com/world-news/philippines-says-hazardous-mount-mayon-volcano-eruption-possible-within-weeks-or-days-1800277?utm_source=dlvr.it&utm_medium=twitter …pic.twitter.com/mD7TMthxdr"";;;# # #;""952884509929820161"";https://twitter.com/karmanomad/status/952884509929820161",,,,,,
";2018-01-15 20:41;5;0;""Plus de 12'000 personnes ont été évacuées"," alors que l'éruption du # volcan de # Mayon semble imminente aux # Philppines # RTSVidéo http://bit.ly/2DzlfSD pic.twitter.com/hoAjD8G5g6"";;;# # # #;""952883332009906177"";https://twitter.com/RTSinfo/status/952883332009906177",,,,,
";2018-01-15 19:50;49;66;""From Phreatic to Magmatic eruption in a very short span of time... Whoa! # Mayon # MayonVolcanoAlertLevel3pic.twitter.com/lvGRa4qnAm"";;;# #;""952870599491182592"";https://twitter.com/nababaha/status/952870599491182592",,,,,,
";2018-01-15 19:20;4;3;""Lava flowing down the slopes of Mayon Volcano at 6:45PM 01/15/18 Photo by FB user Joshua Eric Velasco Dandal. # mayon # volcano # eruption # phivolcs # geology # earthsciencepic.twitter.com/G07d00OFOe"";;;# # # # # #;""952863031465189376"";https://twitter.com/raymondmaximo77/status/952863031465189376",,,,,,
";2018-01-15 18:10;6;6;""Lava fließt die Hänge des Vulkans # Mayon auf den # Philippinen hinab. Tausende fliehen vor einem möglichen Ausbruch. http://www.spiegel.de/wissenschaft/natur/philippinen-tausende-fliehen-vor-moeglichem-ausbruch-des-vulkans-mayon-a-1187904.html … # Philippines # eruption"";;;# # # #;""952845322304270336"";https://twitter.com/roteskreuz_de/status/952845322304270336",,,,,,
";2018-01-15 17:54;0;0;""READ | Probability of hazardous Mayon eruption rises | http://www.pna.gov.ph/articles/1021618 … # Mayon"";;;#;""952841480133001216"";https://twitter.com/pnagovph/status/952841480133001216",,,,,,
";2018-01-15 16:01;0;0;""Philippines # Mayon volcano LATEST: -alert level raised to ‘critical’ -eruption possible ‘within days’ -3","000 have already been evacuated -locals & tourists advised to stay away from the summit https://on.rt.com/8wwn"";;;#;""952813038717071361"";https://twitter.com/Lesdebilescom/status/952813038717071361",,,,,
";2018-01-15 15:50;2;1;""Philippines raises # Mayon volcano threat level to 'critical' - Thousands of villagers evacuated after authorities warn ‘hazardous eruption’ is possible within weeks or even days https://www.theguardian.com/world/2018/jan/14/philippines-raises-mayon-volcano-threat-level-to-critical …pic.twitter.com/gMlMmGMKVS"";;;#;""952810081338327045"";https://twitter.com/JoeEEnglish/status/952810081338327045",,,,,,
";2018-01-15 15:29;1;1;""1000s evacuated as # MayonVolcano starts spewing ash & steam raising alert level to 3. Last eruption was in 2014. # Phivolcs poised to raise alert level at # Mayon http://newsinfo.inquirer.net/960330/breaking-news-phivolcs-mayon-alert-level-renato-solidum … via @ FMOrellanaINQ # PrayForBicol # Philippines # volcano"";;@;# # # # # #;""952804911820894208"";https://twitter.com/Hair_Groom/status/952804911820894208",,,,,,
";2018-01-15 15:10;0;0;""Mayon Pyroclastic Flow. January 15", 2018 0941 PST. Viewed from Mayon Volcano Observatory at Lignon Hill. # volcano # eruption # mayon # phivolcs Photo credits: PHIVOLCS-DOST," MVO Lignon Hillpic.twitter.com/IggudB10dR"";;;# # # #;""952800039058907137"";https://twitter.com/JohnRPuzon_/status/952800039058907137",,,,
";2018-01-15 14:25;0;0;""Philippines # Mayon volcano LATEST: -alert level raised to ‘critical’ -eruption possible ‘within days’ -3","000 have already been evacuated -locals & tourists advised to stay away from the summit https://www.rt.com/news/415895-philippines-mayon-volcano-critical/#.WlxJOge0FCM.twitter …"";;;# #;""952788711443484672"";https://twitter.com/ferozwala/status/952788711443484672",,,,,
";2018-01-15 13:59;25;38;""Photo of this morning’s pyroclastic density current due to lava collapse in Mayon Volcano", Albay," Philippines. DJLB # volcano # eruption # mayon # Philippines # Phivolcspic.twitter.com/sqmI2yD3U7"";;;# # # # #;""952782157180620801"";https://twitter.com/raymondmaximo77/status/952782157180620801",,,,
";2018-01-15 13:38;0;0;""still awaiting confirmation if my parents’ flight will push through; not only it is rainy in # Legazpi"," # Mayon volcano is also having an eruption. (I’m on a different flight and is bound to Manila.) pic.twitter.com/PzHVAADN5E"";;;# #;""952776926254395393"";https://twitter.com/marvinrelente/status/952776926254395393",,,,,
";2018-01-15 13:36;1;4;""# Mayon # Volcano’s deadliest eruption in 1814 buried a nearby town under nine metres of ash. 1","200 people are believed to have died. # MayonVolcanopic.twitter.com/i9Tqdu53Le"";;;# # #;""952776491456081920"";https://twitter.com/Howardrjohnson/status/952776491456081920",,,,,
";2018-01-15 13:30;0;0;""RT: @ rt_com :Philippines # Mayon volcano LATEST: -alert level raised to ‘critical’ -eruption possible ‘within days’ -3","000 have a… https://t."";;@;#;""952775026750705664"";https://twitter.com/notiven/status/952775026750705664",,,,,
";2018-01-15 13:28;1;1;""Proche de l'éruption", le volcan # Mayon, aux # Phlippines," fait fuir des milliers d'habitants de la régionhttp://owl.li/sJGQ30hM5uj"";;;# #;""952774411328860165"";https://twitter.com/RTSinfo/status/952774411328860165",,,
";2018-01-15 13:19;0;0;""Philippines # Mayon volcano LATEST: -alert level raised to ‘critical’ -eruption possible ‘within days’ -3","000 have already been evacuated -locals & tourists advised to stay away from the summit"";;;#;""952772242022088705"";https://twitter.com/girionnet/status/952772242022088705",,,,,
";2018-01-15 13:18;106;73;""Philippines # Mayon volcano LATEST: -alert level raised to ‘critical’ -eruption possible ‘within days’ -3","000 have already been evacuated -locals & tourists advised to stay away from the summit https://on.rt.com/8wwn"";;;#;""952772032567173120"";https://twitter.com/RT_com/status/952772032567173120",,,,,
";2018-01-15 11:54;0;0;""Mayon on ‘high level of unrest","’ eruption possible ‘within weeks or days’ — Phivolcs http://www.manilatimes.net/mayon-high-level-unrest-eruption-possible-within-weeks-days-phivolcs/374410/ … # mayon # MayonEruption # MayonVolcano"";;;# # #;""952750867303682048"";https://twitter.com/lolTMT/status/952750867303682048",,,,,
";2018-01-15 11:53;1;1;""Mayon Volcano status now raised to Alert Level 3. # mayon # eruption https://twitter.com/phivolcs_dost/status/952523778956836866 …"";;;# #;""952750657726922752"";https://twitter.com/dost_stii/status/952750657726922752",,,,,,
";2018-01-15 11:46;0;0;""UPDATE | Monitoring of Mayon Volcano – January 15","2018 # Katropa # volcano # eruption # mayon # phivolcs... https://fb.me/EJidah39"";;;# # # # #;""952748915434115073"";https://twitter.com/dwdd1134/status/952748915434115073",,,,,
";2018-01-15 11:44;1;3;""Aux # Philippines", éruption du volcan # Mayon. Si vous êtes dans les environs, prudence. Tenez-vous informés, respectez les ordres d’évacuation, et si vous n’êtes pas enregistré auprès des services consulaires," pensez à vous inscrire sur le site # Ariane. https://pastel.diplomatie.gouv.fr/fildariane/dyn/public/login.html …"";;;# # #;""952748338218115072"";https://twitter.com/AGenetet/status/952748338218115072",
";2018-01-15 10:39;0;0;""# Mayon volcano alert status raised from level 2 to 3 on Sunday night"," which means “increased tendency toward eruption.” Residents are not…"";;;#;""952731968206196736"";https://twitter.com/heirigogakumi/status/952731968206196736",,,,,
";2018-01-15 10:38;0;0;""RT TourismPHL: RT phivolcs_dost: Mayon Pyroclastic Flow", January 15," 2018 0941 PST. Viewed from Mayon Volcano Observatory at Lignon Hill. # volcano # phivolcs # mayon # eruption pic.twitter.com/DV3z5jT7gH"";;;# # # #;""952731607831543808"";https://twitter.com/ManilaForADay/status/952731607831543808",,,,
";2018-01-15 10:18;0;3;""More of the # Mayon eruption https://twitter.com/cnnphilippines/status/952725233055641600 …"";;;#;""952726578554793984"";https://twitter.com/MikeAdcockWx/status/952726578554793984",,,,,,
";2018-01-15 10:10;109;96;""Mayon Pyroclastic Flow", January 15," 2018 0941 PST. Viewed from Mayon Volcano Observatory at Lignon Hill. # volcano # phivolcs # mayon # eruption pic.twitter.com/pVmfAajOTW"";;;# # # #;""952724591146762240"";https://twitter.com/phivolcs_dost/status/952724591146762240",,,,
";2018-01-15 09:54;0;0;""# Mayon volcano alert status raised from level 2 to 3 on Sunday night"," which means “increased tendency toward eruption.” Residents are not…"";;;#;""952720644512387072"";https://twitter.com/ningitochibika/status/952720644512387072",,,,,
";2018-01-15 09:45;2;0;""# Philippines' # Mayon volcano alert raised as eruption feared https://goo.gl/M5488B"";;;# #;""952718239502667777"";https://twitter.com/arabnews/status/952718239502667777",,,,,,
";2018-01-15 09:38;0;7;""# Mayon # volcano # alert # status raised from level 2 to 3 on # Sunday night"," which means “ # increased # tendency toward eruption.” # Residents are not allowed to stay within the 6- # kilometer permanent # dangerzone of the volcanopic.twitter.com/HUoKK2IZj1"";;;# # # # # # # # # #;""952716466255749120"";https://twitter.com/HGhulamFatima/status/952716466255749120",,,,,
";2018-01-15 09:36;94;347;""# Mayon volcano alert status raised from level 2 to 3 on Sunday night"," which means “increased tendency toward eruption.” Residents are not allowed to stay within the 6-kilometer permanent danger zone of the volcano pic.twitter.com/PBjLBSYd2H"";;;#;""952716000234893312"";https://twitter.com/CGTNOfficial/status/952716000234893312",,,,,
";2018-01-15 08:21;0;0;""The Philippine Institute of Volcanology and Seismology (Phivolcs) warned that a “hazardous eruption” of Mount # Mayon", located in Albay province in the north-eastern # Philippines," was possible within weeks or even days. # volcano # MayonVolcanohttps://www.theguardian.com/world/2018/jan/14/philippines-raises-mayon-volcano-threat-level-to-critical …"";;;# # # #;""952697284143202304"";https://twitter.com/RiffRaffBriz/status/952697284143202304",,,,
";2018-01-15 07:35;3;16;""Mayon's crater glow! The photo was taken on January 14",2017, a day after the phreatic eruption at 5:06 p.m on January 13," 2017. Source: Legazpi City's FB post. # Mayon # MayonVolcanoAlertLevel3pic.twitter.com/knvn7PnBSS"";;;# #;""952685593716142080"";https://twitter.com/nababaha/status/952685593716142080",,,
";2018-01-15 06:00;2;0;""Monitor the # Mayon volcano advisories. Follow evacuation orders. Keep out of volcano's permanent danger zone (PDZ) and extended danger zone (EDZ). The status of Mayon Volcano is now on Alert Level 3 or increased tendency towards eruption. # StayAlert # LagingHanda # SaveLivespic.twitter.com/EHe5blk5Ft"";;;# # # #;""952661610580946944"";https://twitter.com/PIADesk/status/952661610580946944",,,,,,
";2018-01-15 06:00;3;1;""Monitor the # Mayon volcano advisories. Follow evacuation orders. Keep out of volcano's permanent danger zone (PDZ) and extended danger zone (EDZ). The status of Mayon Volcano is now on Alert Level 3 or increased tendency towards eruption. # StayAlert # LagingHanda # SaveLivespic.twitter.com/aGijDiQTuM"";;;# # # #;""952661604876931072"";https://twitter.com/DisasterInfoPH/status/952661604876931072",,,,,,
";2018-01-15 05:34;0;0;""The # Philippines’ most active volcano", # Mayon," has rumbled back to life in a gentle eruption that has prompted authorities to evacuate thousands of villagers. The alert has been raised to 'critical' — the last level before eruption. https://goo.gl/c8XQ9n pic.twitter.com/OJIBpdeImG"";;;# #;""952655112610103296"";https://twitter.com/wearehash/status/952655112610103296",,,,
";2018-01-15 02:48;1;1;""# volcano # eruption # alert # Mayon # Philippines"";;;# # # # #;""952613330723786762"";https://twitter.com/SpacemamaMaya/status/952613330723786762",,,,,,
";2018-01-15 02:46;36;21;""Mayon volcano alert level raised to 3", lava flow observed," Philippines http://dlvr.it/QBC0bm # volcano # eruption # alert # Mayon # Philippines"";;;# # # # #;""952612799393382400"";https://twitter.com/TheWatchers_/status/952612799393382400",,,,
";2018-01-15 00:09;0;0;""The Philippines raises alert level of # Mayon volcano from ""increasing unrest"" to ""increased tendency towards eruption"" within weeks or even…"";;;#;""952573340354572288"";https://twitter.com/ningitochibika/status/952573340354572288",,,,,,
";2018-01-14 23:40;0;0;""The Philippines raises alert level of # Mayon volcano from ""increasing unrest"" to ""increased tendency towards eruption"" within weeks or even…"";;;#;""952566087614279680"";https://twitter.com/heirigogakumi/status/952566087614279680",,,,,,
";2018-01-14 22:31;45;167;""The Philippines raises alert level of # Mayon volcano from ""increasing unrest"" to ""increased tendency towards eruption"" within weeks or even days. People in two nearby villages have been evacuated. pic.twitter.com/dOgIpMAYCD"";;;#;""952548712982528000"";https://twitter.com/CGTNOfficial/status/952548712982528000",,,,,,
";2018-01-14 21:57;1;0;""BREAKING NEWS: @ phivolcs_dost raises Alert Level 3 over # Mayon Volcano"," meaning there is ""increased tendency towards eruption"" http://cnnphilippines.com/news/2018/01/14/PHIVOLCS-Mayon-Volcano-updates.html …"";;@;#;""952540229210062848"";https://twitter.com/JosephCataan/status/952540229210062848",,,,,
";2018-01-14 20:47;0;0;""# Mayon now Alert Level No 3 (Increased Tendency Toward Eruption)"";;;#;""952522466852724737"";https://twitter.com/bertnunez/status/952522466852724737",,,,,,
";2018-01-14 11:29;3;7;""Alert level 2 raised over Mayon after phreatic eruption | @ inquirerslb # MayonVolcano # Mayon http://ebx.sh/2Db90Pe"";;@;# #;""952382156076126209"";https://twitter.com/inquirerdotnet/status/952382156076126209",,,,,,
";2018-01-13 23:26;0;0;""# Philippines # Volcanology # News/ # Mayon # Volcano eruption sparks evacuations in # Camalig and # Guinobatan Mayon... https://fb.me/8QPVPw7wj"";;;# # # # # # #;""952200129670508544"";https://twitter.com/Goatys_News/status/952200129670508544",,,,,,
";2018-01-13 22:02;29;32;""Mayon volcano erupts after 3 years of calm", evacuations in progress," Philippines http://dlvr.it/QB45gv # volcano # eruption # ashfall # Mayon # Philippines"";;;# # # # #;""952178962343407617"";https://twitter.com/TheWatchers_/status/952178962343407617",,,,
";2018-01-13 21:44;0;0;""# Eruption phréatique au # Mayon. - Phreatic # eruption at # Mayon. http://www.earth-of-fire.com/2018/01/eruption-phreatique-au-mayon.phreatic-eruption-at-mayon.html …pic.twitter.com/Ek50YxVvUH"";;;# # # #;""952174531476688901"";https://twitter.com/beduy/status/952174531476688901",,,,,,
";2018-01-13 20:50;16;18;""Ash falls were reported to have been experienced in some villages in the towns of Camalig & Guinobatan caused by the eruption of # Mayon volcano at 5;06 PM on 13 Jan. 2018 when it spewed about 2.5 to 3-km high ash plume that drifted towards the southwest- Joey Salceda's photo pic.twitter.com/QS29W6nfSI"";;;#;""952160931550674944"";https://twitter.com/jaimessincioco/status/952160931550674944",,,,,,
";2018-01-13 19:35;2;0;""Due to # Mayon eruption and weather conditions: As of 6:45 pm Jan. 13", Guinobatan (Albay) Mayor Ann Gemma Ongjoco ordered preventive evacuation of Barangays Maninila and Tandarora," and of Sitio Basyaw of Brgy Muladbucad Grande. /via @ bicolanodevil"";;@;#;""952142062937292801"";https://twitter.com/tonyocruz/status/952142062937292801",,,,
