username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink,data,,,,,
";2016-01-23 09:42;0;0;""@ miiabaabyy pooo? Hello"";;@;;""690711141429850112"";https://twitter.com/nikkiiimaeee/status/690711141429850112",,,,,,
";2016-01-23 09:07;0;0;""Denim party # yootd https://www.instagram.com/p/BA3M6wtsDCU/"";;;#;""690702328266104832"";https://twitter.com/nikkiiimaeee/status/690702328266104832",,,,,,
";2016-01-23 00:15;0;0;""Damn https://twitter.com/ItsFoodPics/status/690566679324180480 …"";;;;""690568475371171840"";https://twitter.com/nikkiiimaeee/status/690568475371171840",,,,,,
";2016-01-23 00:13;0;0;""can't sleep ugh"";;;;""690568057131958272"";https://twitter.com/nikkiiimaeee/status/690568057131958272",,,,,,
";2016-01-23 00:01;0;0;""dae pa nanggad ako natutunawan"";;;;""690564886334582784"";https://twitter.com/nikkiiimaeee/status/690564886334582784",,,,,,
";2016-01-22 23:52;0;0;""ughhh https://twitter.com/ItsFoodPics/status/690557126138265601 …"";;;;""690562763765129216"";https://twitter.com/nikkiiimaeee/status/690562763765129216",,,,,,
";2016-01-22 22:46;0;1;""@ benjyys pakaray noy"";;@;;""690546043012788224"";https://twitter.com/nikkiiimaeee/status/690546043012788224",,,,,,
";2016-01-22 22:33;0;2;""@ benjyys subukan mo lang"";;@;;""690542782188941312"";https://twitter.com/nikkiiimaeee/status/690542782188941312",,,,,,
";2016-01-22 22:25;0;0;""patigasan ng ulo gaming"";;;;""690540861248040961"";https://twitter.com/nikkiiimaeee/status/690540861248040961",,,,,,
";2016-01-22 21:52;0;2;""@ benjyys pogi ako haha i love you!"";;@;;""690532609223319552"";https://twitter.com/nikkiiimaeee/status/690532609223319552",,,,,,
";2016-01-22 21:40;0;0;""@ joyce_garfin hindi po. Di pa ba umuuwi?"";;@;;""690529454225883136"";https://twitter.com/nikkiiimaeee/status/690529454225883136",,,,,,
";2016-01-22 21:39;0;1;""BAD VIBES BABY"";;;;""690529320037519360"";https://twitter.com/nikkiiimaeee/status/690529320037519360",,,,,,
";2016-01-22 21:37;0;0;""jgh from somewhere"";;;;""690528671979859968"";https://twitter.com/nikkiiimaeee/status/690528671979859968",,,,,,
";2016-01-22 15:12;0;1;""@ benjyys hahaha che"";;@;;""690431943322763264"";https://twitter.com/nikkiiimaeee/status/690431943322763264",,,,,,
";2016-01-22 15:06;0;1;""@ benjyys angason ka babe hahaha"";;@;;""690430306684387332"";https://twitter.com/nikkiiimaeee/status/690430306684387332",,,,,,
";2016-01-22 13:48;0;0;""party lateeer sana di boring lol"";;;;""690410726490513409"";https://twitter.com/nikkiiimaeee/status/690410726490513409",,,,,,
";2016-01-22 13:14;0;0;""wala kaming picture ni reyven (aka pia) kanina habang nanonood basketball"";;;;""690402122651865088"";https://twitter.com/nikkiiimaeee/status/690402122651865088",,,,,,
";2016-01-22 13:10;0;2;""buttered corn hihi"";;;;""690401109203120132"";https://twitter.com/nikkiiimaeee/status/690401109203120132",,,,,,
";2016-01-22 12:33;0;1;""haynakooo yung nangyare kay bish kanina"";;;;""690391904953958400"";https://twitter.com/nikkiiimaeee/status/690391904953958400",,,,,,
";2016-01-22 12:28;0;1;""Half day"";;;;""690390468060958720"";https://twitter.com/nikkiiimaeee/status/690390468060958720",,,,,,
";2016-01-22 06:15;0;1;""Goodluck sa game bish! @LagrosaTyrone"";;@LagrosaTyrone;;""690296718517100544"";https://twitter.com/nikkiiimaeee/status/690296718517100544",,,,,,
";2016-01-22 06:13;0;1;""Morninggg"";;;;""690296190110314496"";https://twitter.com/nikkiiimaeee/status/690296190110314496",,,,,,
";2016-01-21 21:14;0;0;""Disappointed af"";;;;""690160567873474560"";https://twitter.com/nikkiiimaeee/status/690160567873474560",,,,,,
";2016-01-21 21:03;0;0;""@Raaaaazzels aw"," monday uwian ulit?"";;@Raaaaazzels;;""690157846034538496"";https://twitter.com/nikkiiimaeee/status/690157846034538496",,,,,
";2016-01-21 21:03;0;1;""haysss"";;;;""690157686315433986"";https://twitter.com/nikkiiimaeee/status/690157686315433986",,,,,,
";2016-01-21 20:15;0;1;""haynakooo"";;;;""690145788693970945"";https://twitter.com/nikkiiimaeee/status/690145788693970945",,,,,,
";2016-01-21 20:00;0;0;""nakakabadtrip na nakakaiyak hays tean"";;;;""690141876515663872"";https://twitter.com/nikkiiimaeee/status/690141876515663872",,,,,,
";2016-01-21 19:45;0;2;""ayoko pumasok bukas kaso maga report ugh"";;;;""690138057492828161"";https://twitter.com/nikkiiimaeee/status/690138057492828161",,,,,,
";2016-01-21 19:43;0;1;""nakakapagod"";;;;""690137606991036416"";https://twitter.com/nikkiiimaeee/status/690137606991036416",,,,,,
";2016-01-21 18:25;0;0;""kwek kwek lol"";;;;""690117972128616448"";https://twitter.com/nikkiiimaeee/status/690117972128616448",,,,,,
";2016-01-21 17:56;0;1;""Multitasking"";;;;""690110808093761536"";https://twitter.com/nikkiiimaeee/status/690110808093761536",,,,,,
";2016-01-21 06:20;2;0;""gusto ko pa matulooog"";;;;""689935487000141824"";https://twitter.com/nikkiiimaeee/status/689935487000141824",,,,,,
";2016-01-20 21:50;0;0;""@LagrosaTyrone isa din to haha. matulog kana!"";;@LagrosaTyrone;;""689807090198544384"";https://twitter.com/nikkiiimaeee/status/689807090198544384",,,,,,
";2016-01-20 21:49;0;0;""@ froilagrosa iturog mo na sana yan haha!"";;@;;""689806906420891648"";https://twitter.com/nikkiiimaeee/status/689806906420891648",,,,,,
";2016-01-20 21:45;0;1;""itchy"";;;;""689805929408139264"";https://twitter.com/nikkiiimaeee/status/689805929408139264",,,,,,
";2016-01-20 21:30;0;1;""@ NikkaCastuera agad agad? para ilang days ka palang nag titiis"";;@;;""689802053351178240"";https://twitter.com/nikkiiimaeee/status/689802053351178240",,,,,,
";2016-01-20 21:25;0;1;""@ NikkaCastuera wag naaa ang bilbils mo nanaman"";;@;;""689800856410021889"";https://twitter.com/nikkiiimaeee/status/689800856410021889",,,,,,
";2016-01-20 21:23;0;3;""yeahhttps://twitter.com/GirlsBibIe/status/689799981234978816 …"";;;;""689800438141485057"";https://twitter.com/nikkiiimaeee/status/689800438141485057",,,,,,
";2016-01-20 21:23;0;0;""gimme mah new phone na pls"";;;;""689800293098254336"";https://twitter.com/nikkiiimaeee/status/689800293098254336",,,,,,
";2016-01-20 21:17;0;0;""@ Alyzza_Klynnne ano nanaman yan?"";;@;;""689798790841131009"";https://twitter.com/nikkiiimaeee/status/689798790841131009",,,,,,
";2016-01-20 20:42;0;1;""damn"," chachi swag gaming"";;;;""689790193696530432"";https://twitter.com/nikkiiimaeee/status/689790193696530432",,,,,
";2016-01-20 20:36;0;0;""@Raaaaazzels ang hirap mag control hindi pa fu"," sa sunday nalang baby after ng meeting?"";;@Raaaaazzels;;""689788572581294080"";https://twitter.com/nikkiiimaeee/status/689788572581294080",,,,,
";2016-01-20 20:35;0;1;""Lyrical hiphop"";;;;""689788291877441536"";https://twitter.com/nikkiiimaeee/status/689788291877441536",,,,,,
";2016-01-20 19:16;0;0;""@Raaaaazzels nabawasan baby yung ipon kooo ta! kelan tayo babalik dun?"";;@Raaaaazzels;;""689768399778394112"";https://twitter.com/nikkiiimaeee/status/689768399778394112",,,,,,
";2016-01-20 19:15;1;0;""It seems like every time you give me signs"," and I miss it"";;;;""689768104419667968"";https://twitter.com/nikkiiimaeee/status/689768104419667968",,,,,
";2016-01-20 19:14;0;0;""I should have kissed you"";;;;""689767980205416449"";https://twitter.com/nikkiiimaeee/status/689767980205416449",,,,,,
";2016-01-20 19:04;0;2;""Di ko talaga maiwasan na di bumili ng pagkain sa labas nakakaiyak hays"";;;;""689765322044235776"";https://twitter.com/nikkiiimaeee/status/689765322044235776",,,,,,
";2016-01-20 18:59;0;1;""ANG DAMI NANAMAN NABAWAS SA IPON KO!!!"";;;;""689764268179206144"";https://twitter.com/nikkiiimaeee/status/689764268179206144",,,,,,
";2016-01-20 06:11;4;5;""katamad pumasok"";;;;""689570877222948864"";https://twitter.com/nikkiiimaeee/status/689570877222948864",,,,,,
";2016-01-19 20:53;0;0;""ibigay niyo na po sakin pls"";;;;""689430585727541248"";https://twitter.com/nikkiiimaeee/status/689430585727541248",,,,,,
";2016-01-19 20:47;0;1;""sinusuklayan ako ni kim"";;;;""689429090844078080"";https://twitter.com/nikkiiimaeee/status/689429090844078080",,,,,,
";2016-01-19 19:55;0;0;""tean"";;;;""689415918263209984"";https://twitter.com/nikkiiimaeee/status/689415918263209984",,,,,,
";2016-01-19 19:52;1;1;""Bv alert"";;;;""689415210201821184"";https://twitter.com/nikkiiimaeee/status/689415210201821184",,,,,,
";2016-01-19 19:08;1;0;""cravings!!!"";;;;""689404165274017793"";https://twitter.com/nikkiiimaeee/status/689404165274017793",,,,,,
";2016-01-19 18:54;0;0;""i'm waiting"";;;;""689400648673038337"";https://twitter.com/nikkiiimaeee/status/689400648673038337",,,,,,
";2016-01-19 18:02;0;0;""ang kulit ni ate nikka tas pinapakonsensya ako ng grabe haha"";;;;""689387349432635392"";https://twitter.com/nikkiiimaeee/status/689387349432635392",,,,,,
";2016-01-19 17:42;0;1;""yung bestfriend mong chupi"";;;;""689382409976995840"";https://twitter.com/nikkiiimaeee/status/689382409976995840",,,,,,
";2016-01-19 17:35;0;1;""Ang sweet ni @ Alyzza_Klynnne binilhan ako ng pagkain kanina"," nakakatouch omg ilysm za!"";;@;;""689380724672069633"";https://twitter.com/nikkiiimaeee/status/689380724672069633",,,,,
";2016-01-19 06:12;0;1;""Kaugak na mag klaseee"";;;;""689208704781033472"";https://twitter.com/nikkiiimaeee/status/689208704781033472",,,,,,
";2016-01-19 06:11;0;2;""himala pangalawang araw na to na gumising ako ng maaga lol"";;;;""689208618034438145"";https://twitter.com/nikkiiimaeee/status/689208618034438145",,,,,,
";2016-01-19 06:10;0;1;""Good morning"";;;;""689208205444952064"";https://twitter.com/nikkiiimaeee/status/689208205444952064",,,,,,
";2016-01-18 21:34;0;0;""Goodnight"";;;;""689078480814915588"";https://twitter.com/nikkiiimaeee/status/689078480814915588",,,,,,
";2016-01-18 20:34;0;0;""Pinaibi ako ni @LagrosaTyrone sala sa oras!!!"";;@LagrosaTyrone;;""689063309727772672"";https://twitter.com/nikkiiimaeee/status/689063309727772672",,,,,,
";2016-01-18 17:52;0;0;""may test nanaman saaga tas sa wed psh"";;;;""689022659401662464"";https://twitter.com/nikkiiimaeee/status/689022659401662464",,,,,,
";2016-01-18 17:24;0;0;""spicy pancit canton with egg"";;;;""689015576350461952"";https://twitter.com/nikkiiimaeee/status/689015576350461952",,,,,,
";2016-01-18 17:02;0;0;""jgh"";;;;""689010055434248196"";https://twitter.com/nikkiiimaeee/status/689010055434248196",,,,,,
";2016-01-17 21:15;0;1;""@ Gabriellaaaalou oy joke laaang anoba hahaha"";;@;;""688711306069676036"";https://twitter.com/nikkiiimaeee/status/688711306069676036",,,,,,
";2016-01-17 21:12;0;0;""@ Xenabatalla why baby?"";;@;;""688710364028997633"";https://twitter.com/nikkiiimaeee/status/688710364028997633",,,,,,
";2016-01-17 21:08;0;1;""@ Gabriellaaaalou haha sureee basta libre mo hihi"";;@;;""688709440791445504"";https://twitter.com/nikkiiimaeee/status/688709440791445504",,,,,,
";2016-01-17 21:02;0;1;""@ Gabriellaaaalou hahaha madami talaga akong girlcrush miss you too"," jam soon! take care always gabby"";;@;;""688707863007502336"";https://twitter.com/nikkiiimaeee/status/688707863007502336",,,,,
";2016-01-17 20:48;0;1;""Omg @ Gabriellaaaalou !!! Icon mo girlcrush ko yan"";;@;;""688704557359079424"";https://twitter.com/nikkiiimaeee/status/688704557359079424",,,,,,
";2016-01-17 20:39;0;1;""i'm not in the mood"";;;;""688702249166454784"";https://twitter.com/nikkiiimaeee/status/688702249166454784",,,,,,
";2016-01-17 19:59;0;0;""Badvibes af"";;;;""688692113937051648"";https://twitter.com/nikkiiimaeee/status/688692113937051648",,,,,,
";2016-01-17 19:10;0;2;""Goosebumps"";;;;""688679718086807552"";https://twitter.com/nikkiiimaeee/status/688679718086807552",,,,,,
";2016-01-17 18:44;0;2;""gusto ko rin sumabay mag motor trail kay kuya tas masali sa mga motocross racing"";;;;""688673218270343168"";https://twitter.com/nikkiiimaeee/status/688673218270343168",,,,,,
";2016-01-17 18:34;0;0;""Fresh from bath"";;;;""688670672646615040"";https://twitter.com/nikkiiimaeee/status/688670672646615040",,,,,,
";2016-01-17 14:32;0;0;""parang ewan si kuya clarence haha"";;;;""688609824330747904"";https://twitter.com/nikkiiimaeee/status/688609824330747904",,,,,,
";2016-01-17 14:02;0;0;""Barudon talaga pag sunday"";;;;""688602249442889728"";https://twitter.com/nikkiiimaeee/status/688602249442889728",,,,,,
";2016-01-17 12:03;0;1;""Dumaan dito si gov salceda sa may bahay"," nakamotor haha cutie gov"";;;;""688572326477049856"";https://twitter.com/nikkiiimaeee/status/688572326477049856",,,,,
";2016-01-17 11:09;0;0;""Buttered corn"";;;;""688558827852054529"";https://twitter.com/nikkiiimaeee/status/688558827852054529",,,,,,
";2016-01-17 09:08;1;0;""Good morning!"";;;;""688528221155897344"";https://twitter.com/nikkiiimaeee/status/688528221155897344",,,,,,
";2016-01-16 21:21;0;0;""@ Atutuboooo @ChrstnLzno"";;@ @ChrstnLzno;;""688350361984184320"";https://twitter.com/nikkiiimaeee/status/688350361984184320",,,,,,
";2016-01-16 21:14;0;0;""@ Atutuboooo @ChrstnLzno mautik ka pa man hahaha"";;@ @ChrstnLzno;;""688348498106822656"";https://twitter.com/nikkiiimaeee/status/688348498106822656",,,,,,
";2016-01-16 21:11;0;0;""@ Atutuboooo @ChrstnLzno cr gaming hahaha"";;@ @ChrstnLzno;;""688347798316515331"";https://twitter.com/nikkiiimaeee/status/688347798316515331",,,,,,
";2016-01-16 21:01;0;0;""@ChrstnLzno nung si @ Atutuboooo na bigla ako natawa di ko alam kung bakit haha"";;@ChrstnLzno @;;""688345254286594049"";https://twitter.com/nikkiiimaeee/status/688345254286594049",,,,,,
";2016-01-16 20:58;0;0;""@ChrstnLzno woah basta man si @ Atutuboooo hahaha"";;@ChrstnLzno @;;""688344455066222593"";https://twitter.com/nikkiiimaeee/status/688344455066222593",,,,,,
";2016-01-16 20:54;0;0;""@LagrosaTyrone siguraduhin mo lang"";;@LagrosaTyrone;;""688343608877957120"";https://twitter.com/nikkiiimaeee/status/688343608877957120",,,,,,
";2016-01-16 20:48;0;1;""kapagal mag hugas wooh"";;;;""688341980389113856"";https://twitter.com/nikkiiimaeee/status/688341980389113856",,,,,,
";2016-01-16 19:50;0;0;""Late dindin"";;;;""688327419791425536"";https://twitter.com/nikkiiimaeee/status/688327419791425536",,,,,,
";2016-01-16 19:42;0;0;""@ChrstnLzno cool but.."";;@ChrstnLzno;;""688325565200207873"";https://twitter.com/nikkiiimaeee/status/688325565200207873",,,,,,
";2016-01-16 18:57;0;0;""@Raaaaazzels @ Xenabatalla hahaha oo nga"";;@Raaaaazzels @;;""688314118336450560"";https://twitter.com/nikkiiimaeee/status/688314118336450560",,,,,,
";2016-01-16 18:47;0;0;""Nag bili nanaman ng j7 si kuya"," maski bago pa su 5s niya. Iba talaga pag panganay"";;;;""688311507218649088"";https://twitter.com/nikkiiimaeee/status/688311507218649088",,,,,
";2016-01-16 18:37;0;0;""https://twitter.com/Xenabatalla/status/688302288218161152 …"";;;;""688308984663543808"";https://twitter.com/nikkiiimaeee/status/688308984663543808",,,,,,
";2016-01-16 18:34;0;0;""Freshy"";;;;""688308405186904064"";https://twitter.com/nikkiiimaeee/status/688308405186904064",,,,,,
";2016-01-16 16:49;0;0;""walang akong signal sa globe!"";;;;""688281918333321217"";https://twitter.com/nikkiiimaeee/status/688281918333321217",,,,,,
";2016-01-16 16:34;0;0;""Deleting pictures lol"," atm"";;;;""688278048307740672"";https://twitter.com/nikkiiimaeee/status/688278048307740672",,,,,
";2016-01-16 16:32;0;0;""@ imjudead fierce"";;@;;""688277579606822912"";https://twitter.com/nikkiiimaeee/status/688277579606822912",,,,,,
";2016-01-16 16:30;0;0;""@angeeeelq_ selfie pa hahaha"";;@angeeeelq_;;""688277235778715648"";https://twitter.com/nikkiiimaeee/status/688277235778715648",,,,,,
";2016-01-16 16:29;0;0;""Boringgg"";;;;""688276761545580545"";https://twitter.com/nikkiiimaeee/status/688276761545580545",,,,,,
";2016-01-16 15:19;0;1;""chocolate cake"";;;;""688259186921050112"";https://twitter.com/nikkiiimaeee/status/688259186921050112",,,,,,
";2016-01-16 14:43;0;0;"""";;;;""688250180190126080"";https://twitter.com/nikkiiimaeee/status/688250180190126080",,,,,,
";2016-01-16 14:41;0;0;""0% your device will shutdown in 30seconds..."";;;;""688249812777480192"";https://twitter.com/nikkiiimaeee/status/688249812777480192",,,,,,
";2016-01-16 13:46;0;0;""@ eeemmsallaazarr famous na to haha"," followback em!"";;@;;""688235871183622144"";https://twitter.com/nikkiiimaeee/status/688235871183622144",,,,,
";2016-01-16 12:07;0;0;""ang korni or baduyyy"";;;;""688210988332523520"";https://twitter.com/nikkiiimaeee/status/688210988332523520",,,,,,
";2016-01-16 11:32;1;1;""@angeeeelq_ nag mana sayo haha"";;@angeeeelq_;;""688202230336335874"";https://twitter.com/nikkiiimaeee/status/688202230336335874",,,,,,
";2016-01-16 11:03;0;3;""Dear bbff"," dae na ako nauugma"";;;;""688194845471412225"";https://twitter.com/nikkiiimaeee/status/688194845471412225",,,,,
";2016-01-16 11:02;1;1;""@ axxxyle @ joyce_garfin hahahanep si axyle"";;@ @;;""688194664231350274"";https://twitter.com/nikkiiimaeee/status/688194664231350274",,,,,,
";2016-01-16 10:53;0;2;""Mag papigil kana pls @LagrosaTyrone"";;@LagrosaTyrone;;""688192370056114176"";https://twitter.com/nikkiiimaeee/status/688192370056114176",,,,,,
";2016-01-16 10:52;0;1;""Hindi na ba kita talaga mapipiglan? @LagrosaTyrone"";;@LagrosaTyrone;;""688192132364931073"";https://twitter.com/nikkiiimaeee/status/688192132364931073",,,,,,
";2016-01-16 10:21;0;2;""Ice cream yay"";;;;""688184292430614533"";https://twitter.com/nikkiiimaeee/status/688184292430614533",,,,,,
";2016-01-16 09:32;0;0;""Jwu"," good morning"";;;;""688171814732734464"";https://twitter.com/nikkiiimaeee/status/688171814732734464",,,,,
";2016-01-15 21:21;0;1;""Lamig mo wooh!"";;;;""687988044901699584"";https://twitter.com/nikkiiimaeee/status/687988044901699584",,,,,,
";2016-01-15 20:41;0;0;""sleepy"";;;;""687977844811497472"";https://twitter.com/nikkiiimaeee/status/687977844811497472",,,,,,
";2016-01-15 20:24;0;3;""Uneducated people"";;;;""687973572334059521"";https://twitter.com/nikkiiimaeee/status/687973572334059521",,,,,,
";2016-01-15 20:23;0;4;""wala tayo magagawa kung yun na talaga ang ugali nila"";;;;""687973306033504256"";https://twitter.com/nikkiiimaeee/status/687973306033504256",,,,,,
";2016-01-15 19:43;0;0;""@ Alyzza_Klynnne pm mo ko sa chat"";;@;;""687963243030040576"";https://twitter.com/nikkiiimaeee/status/687963243030040576",,,,,,
";2016-01-15 19:41;0;0;""Paksiw yay"";;;;""687962823008243712"";https://twitter.com/nikkiiimaeee/status/687962823008243712",,,,,,
";2016-01-15 19:38;0;0;""Jgh"";;;;""687962143698718720"";https://twitter.com/nikkiiimaeee/status/687962143698718720",,,,,,
";2016-01-14 21:57;0;1;""@ benjyys ilym!"";;@;;""687634674760286208"";https://twitter.com/nikkiiimaeee/status/687634674760286208",,,,,,
";2016-01-14 20:56;0;1;""sleepy"";;;;""687619246898069504"";https://twitter.com/nikkiiimaeee/status/687619246898069504",,,,,,
";2016-01-14 19:15;0;0;""@Raaaaazzels dm baby"";;@Raaaaazzels;;""687593854476791808"";https://twitter.com/nikkiiimaeee/status/687593854476791808",,,,,,
";2016-01-14 17:55;0;1;""@ Xenabatalla sus isang kagat ko lang sa cheeks mo"," okay kana jk miss you baby! get well!"";;@;;""687573725709905920"";https://twitter.com/nikkiiimaeee/status/687573725709905920",,,,,
";2016-01-14 17:53;0;0;""Foods"";;;;""687573337690669056"";https://twitter.com/nikkiiimaeee/status/687573337690669056",,,,,,
";2016-01-14 17:53;0;0;""@Raaaaazzels baby i miss you!"";;@Raaaaazzels;;""687573158501560320"";https://twitter.com/nikkiiimaeee/status/687573158501560320",,,,,,
";2016-01-14 17:27;0;5;""Happy birthday sa overprotective kong papa! I love you pic.twitter.com/Zp85qplqcV"";;;;""687566733591248896"";https://twitter.com/nikkiiimaeee/status/687566733591248896",,,,,,
";2016-01-14 17:02;0;1;""Bbff forced me to go home early"";;;;""687560322832416769"";https://twitter.com/nikkiiimaeee/status/687560322832416769",,,,,,
";2016-01-14 16:57;0;0;""Jgh"";;;;""687559252357984256"";https://twitter.com/nikkiiimaeee/status/687559252357984256",,,,,,
";2016-01-13 20:39;0;1;""@ benjyys i love you too!"";;@;;""687252701478928384"";https://twitter.com/nikkiiimaeee/status/687252701478928384",,,,,,
";2016-01-13 20:35;1;1;""@ benjyys cheer up babe!"";;@;;""687251705906348032"";https://twitter.com/nikkiiimaeee/status/687251705906348032",,,,,,
";2016-01-13 19:56;0;0;""nakakaloka si mother dear"";;;;""687241768719392769"";https://twitter.com/nikkiiimaeee/status/687241768719392769",,,,,,
";2016-01-13 19:39;0;1;""Jgh"";;;;""687237525660778498"";https://twitter.com/nikkiiimaeee/status/687237525660778498",,,,,,
";2016-01-12 20:59;0;1;""@ gemjm09 friend ko baga kasi yung gf haha"," ig acc man lang ang meron siya. Happy now?"";;@;;""686895209263677440"";https://twitter.com/nikkiiimaeee/status/686895209263677440",,,,,
";2016-01-12 20:56;0;1;""@ gemjm09 kilala ko na si #16 hahaha but not sure kung siya talaga yun"," wala siyang fb acc"";;@;#16;""686894574648741888"";https://twitter.com/nikkiiimaeee/status/686894574648741888",,,,,
";2016-01-12 20:45;0;1;""@ benjyys KAKAYANIN KO NALANG PO"," KAHIT MAHIRAP"";;@;;""686891783557517312"";https://twitter.com/nikkiiimaeee/status/686891783557517312",,,,,
";2016-01-12 20:44;0;0;""where is my voice?"";;;;""686891442766090242"";https://twitter.com/nikkiiimaeee/status/686891442766090242",,,,,,
";2016-01-12 20:40;0;1;""@ benjyys KAKAYANIN KO KUNG KELANGAN!"";;@;;""686890442437177344"";https://twitter.com/nikkiiimaeee/status/686890442437177344",,,,,,
";2016-01-12 20:36;0;1;""@ benjyys che hahaha hanggang friday kaya ko mag tiis ata?"";;@;;""686889421258424320"";https://twitter.com/nikkiiimaeee/status/686889421258424320",,,,,,
";2016-01-12 20:32;0;1;""@ benjyys basta ka maaan kaya ko! Nakasurvive nga ako kanina woyyy"";;@;;""686888564584361985"";https://twitter.com/nikkiiimaeee/status/686888564584361985",,,,,,
";2016-01-12 20:29;0;3;""TIIS TIIS LANG MUNA NIKKI SA PAG IWAS SA MGA PAGKAIN SA LABAS Kelangan madagdagan pa ipon mo!"";;;;""686887749853446144"";https://twitter.com/nikkiiimaeee/status/686887749853446144",,,,,,
";2016-01-12 20:11;0;3;""Hay salamat natapos din mag hugas haha"";;;;""686883141802303489"";https://twitter.com/nikkiiimaeee/status/686883141802303489",,,,,,
";2016-01-12 19:42;0;0;""welcome"," basta ikaw bish! https://twitter.com/LagrosaTyrone/status/686875155658715136 …"";;;;""686875915654049792"";https://twitter.com/nikkiiimaeee/status/686875915654049792",,,,,
";2016-01-12 19:26;0;0;""literally lost my voice hays"";;;;""686871754229190656"";https://twitter.com/nikkiiimaeee/status/686871754229190656",,,,,,
";2016-01-12 19:08;0;0;""WTF?! Sabi na nga baaa ugh"";;;;""686867250469441536"";https://twitter.com/nikkiiimaeee/status/686867250469441536",,,,,,
";2016-01-12 18:13;0;0;""Panalo mcsos yay!"";;;;""686853381575446528"";https://twitter.com/nikkiiimaeee/status/686853381575446528",,,,,,
";2016-01-12 18:12;0;0;""Homie"";;;;""686853191426641920"";https://twitter.com/nikkiiimaeee/status/686853191426641920",,,,,,
";2016-01-11 22:18;0;1;""Goodnight"";;;;""686552771252760577"";https://twitter.com/nikkiiimaeee/status/686552771252760577",,,,,,
";2016-01-11 22:17;0;0;""@ NikkaCastuera kaya ngani hahaha!"";;@;;""686552441878228992"";https://twitter.com/nikkiiimaeee/status/686552441878228992",,,,,,
";2016-01-11 22:03;0;1;""@ benjyys pumundo ka"";;@;;""686549069892722688"";https://twitter.com/nikkiiimaeee/status/686549069892722688",,,,,,
";2016-01-11 21:53;0;1;""@ NikkaCastuera balik na jk"";;@;;""686546585115701248"";https://twitter.com/nikkiiimaeee/status/686546585115701248",,,,,,
";2016-01-11 21:51;0;1;""masakat na ngani ako"," off to bed"";;;;""686545960269291520"";https://twitter.com/nikkiiimaeee/status/686545960269291520",,,,,
";2016-01-11 21:43;0;1;""@ benjyys @Raaaaazzels @ ejay_salazar woyyy chuchai halos magkasing height lang tabi kita nene hahaha"";;@ @Raaaaazzels @;;""686543875708616704"";https://twitter.com/nikkiiimaeee/status/686543875708616704",,,,,,
";2016-01-11 21:42;0;1;""Ayoko talaga na nakakaamoy ako ng pulbo"";;;;""686543676034527233"";https://twitter.com/nikkiiimaeee/status/686543676034527233",,,,,,
";2016-01-11 21:32;0;2;""@ ejay_salazar @Raaaaazzels @ benjyys woyyy benjooo"";;@ @Raaaaazzels @;;""686541228066770948"";https://twitter.com/nikkiiimaeee/status/686541228066770948",,,,,,
";2016-01-11 21:31;0;2;""@ benjyys @ ejay_salazar @Raaaaazzels"";;@ @ @Raaaaazzels;;""686540972486864897"";https://twitter.com/nikkiiimaeee/status/686540972486864897",,,,,,
";2016-01-11 21:30;0;2;""@Raaaaazzels @ ejay_salazar @ benjyys maraot! Haha"";;@Raaaaazzels @ @;;""686540635784888322"";https://twitter.com/nikkiiimaeee/status/686540635784888322",,,,,,
";2016-01-11 21:29;0;2;""@ benjyys @Raaaaazzels @ ejay_salazar alangkaw ka lang ejay hahaha"";;@ @Raaaaazzels @;;""686540459204739072"";https://twitter.com/nikkiiimaeee/status/686540459204739072",,,,,,
";2016-01-11 21:26;0;1;""@ ejay_salazar @Raaaaazzels @ benjyys ay dae na ta mas chesa ka gurl"";;@ @Raaaaazzels @;;""686539783045165057"";https://twitter.com/nikkiiimaeee/status/686539783045165057",,,,,,
";2016-01-11 21:25;0;0;""Nakakaamoy nanaman ako ng powder ugh"";;;;""686539417691893760"";https://twitter.com/nikkiiimaeee/status/686539417691893760",,,,,,
";2016-01-11 21:21;0;2;""@Raaaaazzels @ benjyys @ ejay_salazar esaaas benjo"";;@Raaaaazzels @ @;;""686538501064495104"";https://twitter.com/nikkiiimaeee/status/686538501064495104",,,,,,
";2016-01-11 20:53;0;1;""@ benjyys @basquinezg famous na si gersxz"";;@ @basquinezg;;""686531379262193664"";https://twitter.com/nikkiiimaeee/status/686531379262193664",,,,,,
";2016-01-11 20:45;0;1;""@ benjyys @basquinezg yadaaay si gersxz hahaha"";;@ @basquinezg;;""686529473072607234"";https://twitter.com/nikkiiimaeee/status/686529473072607234",,,,,,
";2016-01-11 20:43;0;0;""@LagrosaTyrone abo ko daw haha jk opooo"";;@LagrosaTyrone;;""686528783986208769"";https://twitter.com/nikkiiimaeee/status/686528783986208769",,,,,,
";2016-01-11 20:42;0;1;""@ benjyys @basquinezg dagdagan mo na babe ng cute"";;@ @basquinezg;;""686528660770164737"";https://twitter.com/nikkiiimaeee/status/686528660770164737",,,,,,
